stores,categories,obj,price,discount,event
GS25,생활용품,19)NAVIYA)콘돔돌출형3P,5500,5500,2+1
emart24,생활용품,2023김토끼)슬림티슈(휴대용),2500,2500,1+1
CU,생활용품,2080)더블액션초극세모,2000,2000,1+1
GS25,생활용품,2080)바이오유산균요거민트125G,3900,3900,1+1
emart24,생활용품,2080)바이오후레쉬요거민트치약125g,3900,3900,1+1
CU,생활용품,2080)센서티브미세모,3200,3200,1+1
CU,생활용품,2080)치약,4000,4000,1+1
emart24,생활용품,2080)치약오리지날125g,4000,4000,1+1
emart24,생활용품,2080)치약진지발리스오리지날125g,3900,3900,1+1
CU,생활용품,2080)칫솔,2800,2800,1+1
emart24,생활용품,2080)칫솔더블액션플러스,2000,2000,1+1
emart24,생활용품,2080)칫솔오리지날탄력모,2800,2800,1+1
emart24,생활용품,2080)키즈가글250ml딸기맛(브레드),5800,5800,1+1
emart24,생활용품,2080)키즈가글250ml바나나맛(브레드),5800,5800,1+1
emart24,생활용품,23SS)남성모달팬티(105),9900,9900,1+1
emart24,생활용품,23SS)베이직쿨목토시,5900,5900,1+1
emart24,생활용품,23SS)아쿠아엑스쿨토시블랙,7900,7900,1+1
emart24,생활용품,23SS)아쿠아엑스쿨토시손등형블랙,8900,8900,1+1
emart24,생활용품,23SS)아쿠아엑스쿨토시화이트,7900,7900,1+1
emart24,생활용품,23SS)여성모달팬티(90),8900,8900,1+1
emart24,생활용품,23SS)여성모달팬티(95),8900,8900,1+1
emart24,생활용품,23SS)쿨넥스카프,5900,5900,1+1
emart24,생활용품,23SS)쿨티셔츠,13500,13500,1+1
emart24,생활용품,23SS)패턴목쿨토시,8000,8000,1+1
MINISTOP,과자류,3드림)안흔한플리퍼즈15g,2500,2500,1+1
7-ELEVEn,과자류,3드림)안흔한플리퍼즈15g,2500,2500,1+1
CU,생활용품,46cm)초극세모칫솔,3500,3500,1+1
CU,생활용품,46cm)쿨민트치약,3900,3900,1+1
GS25,생활용품,AURA리필1.7L스모키머스크,12500,12500,1+1
GS25,생활용품,AURA리필1.7L윌유메리미,12500,12500,1+1
CU,과자류,BDNS)해피숙취해소젤리,2900,2900,2+1
GS25,음료,BR)레인보우샤베트제로350ML,1900,1900,1+1
GS25,음료,BR)애플민트제로350ML,1900,1900,1+1
emart24,과자류,BR)엄마는외계인초코볼32g,2000,2000,2+1
CU,식품,CJ)100%현미밥130g,2600,2600,1+1
7-ELEVEn,식품,CJ)강된장보리비빔밥(컵반),4800,4800,2+1
CU,식품,CJ)고기수제만두200g,4400,4400,2+1
GS25,식품,CJ)고메치킨고추크런치180G,5600,5600,2+1
GS25,식품,CJ)공화춘자장덮밥(컵밥),4800,4800,2+1
GS25,식품,CJ)공화춘짬뽕국밥(컵밥),4800,4800,2+1
7-ELEVEn,식품,CJ)구운풍미마늘후랑크80g,2500,2500,1+1
MINISTOP,식품,CJ)구운풍미마늘후랑크80g,2500,2500,1+1
MINISTOP,식품,CJ)구이한판60g,3300,3300,1+1
7-ELEVEn,식품,CJ)구이한판60g,3300,3300,1+1
GS25,식품,CJ)구이한판그릴스모크60G,3300,3300,1+1
CU,식품,CJ)구이한판그릴스모크60g,3300,3300,1+1
emart24,식품,CJ)구이한판스모크60g,3300,3300,1+1
CU,식품,CJ)국산콩두부부침용380g,5900,5900,1+1
CU,식품,CJ)국산콩두부찌개용380g,5900,5900,1+1
GS25,식품,CJ)국산콩부침두부380G,5900,5900,1+1
GS25,식품,CJ)국산콩찌개두부380G,5900,5900,1+1
GS25,식품,CJ)그레인보울병아리콩160G,4900,4900,2+1
GS25,식품,CJ)그레인보울할라피뇨160G,4900,4900,2+1
7-ELEVEn,식품,CJ)김치날치알밥(컵반),4800,4800,2+1
CU,식품,CJ)김치수제만두200g,4400,4400,2+1
CU,식품,CJ)낙지김치죽420g,5900,5900,2+1
7-ELEVEn,식품,CJ)낙지콩나물비빔밥(컵반),4800,4800,2+1
GS25,식품,CJ)누룽지닭다리삼계탕600G,13900,13900,1+1
CU,식품,CJ)다담된장찌개양념130g,3300,3300,2+1
CU,식품,CJ)다담떡볶이양념150g,3300,3300,2+1
CU,식품,CJ)다담순두부양념130g,3300,3300,2+1
GS25,식품,CJ)닭가슴살소시지(청양)80G,2900,2900,2+1
MINISTOP,식품,CJ)닭가슴살소시지(청양고추)80g,2800,2800,2+1
7-ELEVEn,식품,CJ)닭가슴살소시지(청양고추)80g,2900,2900,2+1
GS25,식품,CJ)닭가슴살소시지120G(2입),4500,4500,2+1
GS25,식품,CJ)닭가슴살소시지80G,2900,2900,2+1
7-ELEVEn,식품,CJ)닭가슴살소시지80g,2900,2900,2+1
MINISTOP,식품,CJ)닭가슴살소시지80g,2800,2800,2+1
CU,식품,CJ)닭가슴살소시지바80g,2900,2900,2+1
CU,식품,CJ)닭가슴살소시지청양80g,2900,2900,2+1
GS25,식품,CJ)닭가슴살스테이크100G,4500,4500,2+1
CU,식품,CJ)닭가슴살스테이크100g,4500,4500,2+1
MINISTOP,식품,CJ)닭가슴살스테이크100g,3900,3900,2+1
7-ELEVEn,식품,CJ)닭가슴살스테이크100g,4500,4500,2+1
emart24,식품,CJ)닭가슴살직화스테이크100g,4500,4500,2+1
emart24,식품,CJ)닭가슴살직화화다닭75g,4500,4500,2+1
CU,식품,CJ)도가니곰탕460g,9900,9900,2+1
7-ELEVEn,식품,CJ)둥근햇반210g,2100,2100,2+1
MINISTOP,식품,CJ)둥근햇반210g,2100,2100,2+1
CU,음료,CJ)마시는워터젤리복숭아,2000,2000,2+1
CU,음료,CJ)마시는워터젤리포도,2000,2000,2+1
GS25,식품,CJ)맛군밤60G,3900,3900,2+1
CU,식품,CJ)맛군밤60g,3900,3900,2+1
7-ELEVEn,식품,CJ)맛군밤60g,3900,3900,2+1
MINISTOP,식품,CJ)맛군밤60g,3900,3900,2+1
emart24,식품,CJ)맛군밤60g,3900,3900,2+1
GS25,식품,CJ)맛밤80G,3900,3900,2+1
CU,식품,CJ)맛밤80g,3900,3900,2+1
emart24,식품,CJ)맛밤80g,3900,3900,2+1
MINISTOP,식품,CJ)맛밤80g,3900,3900,2+1
7-ELEVEn,식품,CJ)맛밤80g,3900,3900,2+1
7-ELEVEn,식품,CJ)맥스봉50g,2200,2200,2+1
MINISTOP,식품,CJ)맥스봉50g,2000,2000,2+1
GS25,식품,CJ)맥스봉갈릭후랑크80G,2500,2500,2+1
emart24,식품,CJ)맥스봉구운마늘후랑크80g,2500,2500,2+1
CU,식품,CJ)맥스봉꼬치바청양90g,2500,2500,2+1
CU,식품,CJ)맥스봉마늘후랑크바80g,2500,2500,2+1
MINISTOP,식품,CJ)맥스봉빅소시지150g,3500,3500,1+1
emart24,식품,CJ)맥스봉빅소시지150g,3900,3900,1+1
7-ELEVEn,식품,CJ)맥스봉빅소시지150g,3900,3900,1+1
GS25,식품,CJ)맥스봉소시지150G,3900,3900,1+1
GS25,식품,CJ)맥스봉숯불구이맛핫바90G,2500,2500,2+1
MINISTOP,식품,CJ)맥스봉숯불구이맛핫바90g,2500,2500,2+1
7-ELEVEn,식품,CJ)맥스봉숯불구이맛핫바90g,2500,2500,2+1
emart24,식품,CJ)맥스봉숯불구이맛핫바90g,2500,2500,2+1
CU,식품,CJ)맥스봉숯불맛핫바90g,2500,2500,2+1
GS25,식품,CJ)맥스봉오리지널50G,2200,2200,1+1
CU,식품,CJ)맥스봉오리지널50g,2200,2200,1+1
emart24,식품,CJ)맥스봉오리지널50g,2200,2200,1+1
7-ELEVEn,식품,CJ)맥스봉오리지널50g,2200,2200,1+1
MINISTOP,식품,CJ)맥스봉오리지널50g,2000,2000,1+1
emart24,식품,CJ)맥스봉직화구이꼬치바90g,2500,2500,2+1
7-ELEVEn,식품,CJ)맥스봉직화구이꼬치바90g,2500,2500,2+1
MINISTOP,식품,CJ)맥스봉직화구이꼬치바90g,2500,2500,2+1
emart24,식품,CJ)맥스봉직화구이꼬치바청양고추90g,2500,2500,2+1
CU,식품,CJ)맥스봉직화꼬치바90g,2500,2500,2+1
MINISTOP,식품,CJ)맥스봉직화청양꼬치바90g,2500,2500,2+1
7-ELEVEn,식품,CJ)맥스봉직화청양꼬치바90g,2500,2500,2+1
GS25,식품,CJ)맥스봉청양고추후랑크80G,2500,2500,2+1
emart24,식품,CJ)맥스봉청양고추후랑크80g,2500,2500,2+1
CU,식품,CJ)맥스봉청양후랑크바80g,2500,2500,2+1
CU,식품,CJ)맥스봉치즈50g,2200,2200,1+1
GS25,식품,CJ)맥스봉치즈70G,2600,2600,2+1
CU,식품,CJ)맥스봉치즈70g,2600,2600,2+1
MINISTOP,식품,CJ)맥스봉치즈70g,2400,2400,2+1
7-ELEVEn,식품,CJ)맥스봉치즈70g,2600,2600,2+1
emart24,식품,CJ)맥스봉치즈70g,2600,2600,2+1
GS25,식품,CJ)맥스봉치즈플러스55G(1입),2200,2200,2+1
7-ELEVEn,식품,CJ)맥스봉치즈플러스55g,2200,2200,1+1
MINISTOP,식품,CJ)맥스봉치즈플러스55g,2000,2000,1+1
CU,식품,CJ)맥스봉크레이지핫바90g,2500,2500,2+1
emart24,식품,CJ)맥스봉크레이지핫핫바90g,2500,2500,2+1
GS25,식품,CJ)맥스봉프로틴45G,2200,2200,1+1
CU,식품,CJ)맥스봉프로틴45G,2200,2200,1+1
emart24,식품,CJ)맥스봉프로틴45g,2200,2200,1+1
MINISTOP,식품,CJ)맥스봉프로틴45g,2200,2200,1+1
7-ELEVEn,식품,CJ)맥스봉프로틴45g,2200,2200,1+1
GS25,식품,CJ)명가김자반(한식간장)20G,2800,2800,1+1
CU,식품,CJ)명가재래김4g*9입,7000,7000,1+1
CU,식품,CJ)명가참기름김20g,2800,2800,1+1
CU,식품,CJ)명가파래김4g*9입,7000,7000,1+1
GS25,식품,CJ)모닝두부(클래식),2000,2000,2+1
MINISTOP,과자류,CJ)바삭칩(프로틴)45g,2500,2500,2+1
7-ELEVEn,과자류,CJ)바삭칩(프로틴)45g,2500,2500,2+1
CU,식품,CJ)백설소갈비양념290g,4500,4500,2+1
CU,식품,CJ)백설소불고기양념290g,4500,4500,2+1
emart24,식품,CJ)백설햄숯불갈비후랑크120g,3300,3300,1+1
CU,음료,CJ)밸런스밀고구마,3600,3600,2+1
CU,음료,CJ)밸런스밀귀리,3600,3600,2+1
CU,음료,CJ)밸런스밀카카오,3600,3600,2+1
7-ELEVEn,식품,CJ)버터장조림비빔밥(컵반),4800,4800,2+1
emart24,식품,CJ)병아리콩그레인보울160g,4900,4900,2+1
GS25,음료,CJ)비건프로틴초코250ML,2900,2900,2+1
GS25,음료,CJ)비건프로틴커피250ML,2900,2900,2+1
CU,식품,CJ)비비고감자탕460g,7900,7900,2+1
CU,식품,CJ)비비고고기왕교자420g,5900,5900,2+1
CU,식품,CJ)비비고고기찐만두168g,4400,4400,2+1
GS25,식품,CJ)비비고김치400G,5900,5900,2+1
GS25,식품,CJ)비비고김치볶음150G,3200,3200,2+1
GS25,식품,CJ)비비고김치왕교자385G,5900,5900,2+1
CU,식품,CJ)비비고김치왕교자385g,5900,5900,2+1
emart24,식품,CJ)비비고김치왕교자385g,5900,5900,2+1
MINISTOP,식품,CJ)비비고김치왕교자385g,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고김치왕교자385g,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고깍두기볶음밥201g,3900,3900,2+1
MINISTOP,식품,CJ)비비고깍두기볶음밥201g,3900,3900,2+1
emart24,식품,CJ)비비고깍두기볶음밥컵201g,3900,3900,2+1
7-ELEVEn,식품,CJ)비비고깔끔고기만두200g,4400,4400,2+1
MINISTOP,식품,CJ)비비고깔끔고기만두200g,4400,4400,2+1
CU,식품,CJ)비비고꼬리곰탕460g,9900,9900,2+1
emart24,식품,CJ)비비고꼬리곰탕460g,9900,9900,2+1
7-ELEVEn,식품,CJ)비비고꼬리곰탕460g,9900,9900,2+1
MINISTOP,식품,CJ)비비고꼬리곰탕460g,9900,9900,2+1
GS25,식품,CJ)비비고누룽지닭백숙죽280G,4500,4500,2+1
emart24,식품,CJ)비비고돼지고기김치찌개460G,7900,7900,2+1
MINISTOP,식품,CJ)비비고돼지고기김치찌개460g,7900,7900,2+1
7-ELEVEn,식품,CJ)비비고돼지고기김치찌개460g,7900,7900,2+1
CU,식품,CJ)비비고돼지김치찌개460,7900,7900,2+1
GS25,식품,CJ)비비고매운왕교자315G,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고매운왕교자315g,5900,5900,2+1
MINISTOP,식품,CJ)비비고매운왕교자315g,5900,5900,2+1
emart24,식품,CJ)비비고미역국500g,5900,5900,2+1
CU,식품,CJ)비비고배추김치100g,1800,1800,2+1
CU,식품,CJ)비비고배추김치400g,5900,5900,2+1
GS25,식품,CJ)비비고버섯야채죽280G,4500,4500,2+1
7-ELEVEn,식품,CJ)비비고볶은김치80g,1900,1900,2+1
MINISTOP,식품,CJ)비비고볶은김치80g,1900,1900,2+1
GS25,식품,CJ)비비고사골곰탕500G[D2],2900,2900,1+1
GS25,식품,CJ)비비고사골시래기된장국460G,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고사골시래기된장국460g,5900,5900,2+1
MINISTOP,식품,CJ)비비고사골시래기된장국460g,5900,5900,2+1
CU,식품,CJ)비비고삼계탕800g,14800,14800,2+1
emart24,식품,CJ)비비고삼계탕800g,14800,14800,2+1
MINISTOP,식품,CJ)비비고삼계탕800g,14800,14800,2+1
7-ELEVEn,식품,CJ)비비고삼계탕800g,14800,14800,2+1
emart24,식품,CJ)비비고새우왕교자315g,5900,5900,2+1
CU,식품,CJ)비비고새우왕교자315g,5900,5900,2+1
GS25,식품,CJ)비비고설렁탕500G,5900,5900,2+1
CU,식품,CJ)비비고설렁탕500g,5900,5900,2+1
MINISTOP,식품,CJ)비비고소고기무국500g,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고소고기무국500g,5900,5900,2+1
CU,식품,CJ)비비고소고기미역국500,5900,5900,2+1
GS25,식품,CJ)비비고소고기미역국500G,5900,5900,2+1
MINISTOP,식품,CJ)비비고소고기미역국500g,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고소고기미역국500g,5900,5900,2+1
MINISTOP,식품,CJ)비비고소고기장터국500g,5900,5900,2+1
emart24,식품,CJ)비비고소고기장터국500g,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고소고기장터국500g,5900,5900,2+1
GS25,식품,CJ)비비고소고기죽280G,4500,4500,2+1
emart24,식품,CJ)비비고수삼갈비탕400g,9900,9900,2+1
7-ELEVEn,식품,CJ)비비고수제김치만두400g2봉,9500,9500,2+1
MINISTOP,식품,CJ)비비고수제김치만두400g2봉,9500,9500,2+1
GS25,식품,CJ)비비고수제만두고기200G,4400,4400,2+1
GS25,식품,CJ)비비고수제만두김치200G,4400,4400,2+1
MINISTOP,식품,CJ)비비고수제진한고기만두327g,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고수제진한고기만두327g,5900,5900,2+1
CU,식품,CJ)비비고순댓국460g,7900,7900,2+1
CU,식품,CJ)비비고스팸부대찌개460,7900,7900,2+1
emart24,식품,CJ)비비고스팸부대찌개460G,7900,7900,2+1
GS25,식품,CJ)비비고스팸부대찌개460G,7900,7900,2+1
7-ELEVEn,식품,CJ)비비고스팸부대찌개460g,7900,7900,2+1
MINISTOP,식품,CJ)비비고스팸부대찌개460g,7900,7900,2+1
MINISTOP,식품,CJ)비비고썰은김치100g,1800,1800,2+1
7-ELEVEn,식품,CJ)비비고썰은김치100g,1800,1800,2+1
GS25,식품,CJ)비비고썰은배추김치100G,1800,1800,2+1
emart24,식품,CJ)비비고썰은배추김치200g,3200,3200,2+1
GS25,식품,CJ)비비고썰은배추김치60G,1200,1200,2+1
GS25,식품,CJ)비비고왕교자420G,5900,5900,2+1
emart24,식품,CJ)비비고왕교자420g,5900,5900,2+1
MINISTOP,식품,CJ)비비고왕교자420g,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고왕교자420g,5900,5900,2+1
MINISTOP,식품,CJ)비비고왕교자490g2봉,9500,9500,2+1
7-ELEVEn,식품,CJ)비비고왕교자490g2봉,9500,9500,2+1
GS25,식품,CJ)비비고육개장500G,5900,5900,2+1
MINISTOP,식품,CJ)비비고육개장500g,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고육개장500g,5900,5900,2+1
emart24,식품,CJ)비비고육개장500g,5900,5900,2+1
CU,식품,CJ)비비고육개장500g,5900,5900,2+1
GS25,식품,CJ)비비고전복죽280G,4500,4500,2+1
emart24,식품,CJ)비비고진한고기만두327g,5900,5900,2+1
7-ELEVEn,식품,CJ)비비고진한김치만두200g,4400,4400,2+1
MINISTOP,식품,CJ)비비고진한김치만두200g,4400,4400,2+1
GS25,식품,CJ)비비고찐만두168G,4400,4400,2+1
7-ELEVEn,식품,CJ)비비고찐만두168g,4400,4400,2+1
MINISTOP,식품,CJ)비비고찐만두168g,4400,4400,2+1
emart24,식품,CJ)비비고찐만두168g,4400,4400,2+1
emart24,식품,CJ)비비고찐만두육즙불고기168g,4400,4400,2+1
GS25,식품,CJ)비비고찐만두청양고추168G,4400,4400,2+1
emart24,식품,CJ)비비고찐만두청양고추168g,4400,4400,2+1
CU,식품,CJ)비비고차돌된장찌개,7900,7900,2+1
emart24,식품,CJ)비비고차돌된장찌개460G,7900,7900,2+1
GS25,식품,CJ)비비고차돌된장찌개460G,7900,7900,2+1
7-ELEVEn,식품,CJ)비비고차돌된장찌개460g,7900,7900,2+1
MINISTOP,식품,CJ)비비고차돌된장찌개460g,7900,7900,2+1
MINISTOP,식품,CJ)비비고청양고추찐만두168g,4400,4400,2+1
7-ELEVEn,식품,CJ)비비고청양고추찐만두168g,4400,4400,2+1
CU,식품,CJ)비비고청양찐만두168g,4400,4400,2+1
CU,식품,CJ)비비고추어탕460g,7900,7900,2+1
GS25,식품,CJ)비비고칩40G(스위트콘),3900,3900,2+1
GS25,식품,CJ)비비고칩40G(오리지널),3900,3900,2+1
GS25,식품,CJ)비비고칩40G(포테이토),3900,3900,2+1
7-ELEVEn,식품,CJ)비비고칩스위트콘40g,3900,3900,2+1
CU,식품,CJ)비비고칩스위트콘40g,3900,3900,2+1
emart24,식품,CJ)비비고칩스위트콘40g,3900,3900,2+1
MINISTOP,식품,CJ)비비고칩스위트콘40g,3900,3900,2+1
7-ELEVEn,식품,CJ)비비고칩오리지널40g,3900,3900,2+1
MINISTOP,식품,CJ)비비고칩오리지널40g,3900,3900,2+1
emart24,식품,CJ)비비고칩오리지널40g,3900,3900,2+1
CU,식품,CJ)비비고칩오리지널40g,3900,3900,2+1
7-ELEVEn,식품,CJ)비비고칩포테이토40g,3900,3900,2+1
MINISTOP,식품,CJ)비비고칩포테이토40g,3900,3900,2+1
CU,식품,CJ)비비고한우사골곰탕500,3200,3200,2+1
GS25,식품,CJ)비비고한우사골곰탕500G,3200,3200,1+1
7-ELEVEn,식품,CJ)비비고한우사골곰탕500g,3200,3200,1+1
emart24,식품,CJ)비비고한우사골곰탕500g,3200,3200,1+1
MINISTOP,식품,CJ)비비고한우사골곰탕500g,3200,3200,1+1
CU,과자류,CJ)쁘띠첼밀감컵,2200,2200,2+1
CU,과자류,CJ)쁘띠첼복숭아컵,2200,2200,2+1
emart24,식품,CJ)쁘띠첼요거젤리딸기210g,2900,2900,2+1
emart24,식품,CJ)쁘띠첼요거젤리복숭아210g,2900,2900,2+1
emart24,식품,CJ)쁘띠첼요거젤리블루베리210g,2900,2900,2+1
CU,과자류,CJ)쁘띠첼포도컵,2200,2200,2+1
emart24,식품,CJ)사골시래기된장국460g,5900,5900,2+1
CU,식품,CJ)소고기장터국500g,5900,5900,2+1
MINISTOP,식품,CJ)소프트밀단호박스프,3900,3900,2+1
7-ELEVEn,식품,CJ)소프트밀닭가슴살곤약죽,3900,3900,1+1
MINISTOP,식품,CJ)소프트밀닭가슴살곤약죽,3900,3900,1+1
MINISTOP,식품,CJ)소프트밀베이컨감자스프,3900,3900,2+1
MINISTOP,식품,CJ)소프트밀양송이크림스프,3900,3900,2+1
emart24,식품,CJ)수제고기만두200g,4400,4400,2+1
CU,식품,CJ)수제고기만두327g,5900,5900,2+1
emart24,식품,CJ)수제김치만두200g,4400,4400,2+1
GS25,식품,CJ)수제진한고기교자327G,5900,5900,2+1
CU,식품,CJ)숯불갈비맛후랑크120g,3300,3300,1+1
GS25,식품,CJ)숯불갈비후랑크120G,3300,3300,1+1
7-ELEVEn,식품,CJ)숯불닭강정200g,5600,5600,2+1
MINISTOP,식품,CJ)숯불닭강정200g,5600,5600,2+1
7-ELEVEn,식품,CJ)숯불바베큐,5600,5600,2+1
MINISTOP,식품,CJ)숯불바베큐,5600,5600,2+1
MINISTOP,식품,CJ)숯불후랑크120g,3300,3300,1+1
7-ELEVEn,식품,CJ)숯불후랑크120g,3300,3300,1+1
GS25,식품,CJ)스팸120G,4200,4200,2+1
GS25,식품,CJ)스팸200G,6200,6200,2+1
CU,식품,CJ)스팸200g,6200,6200,2+1
GS25,식품,CJ)스팸25%라이트200G,6200,6200,2+1
GS25,식품,CJ)스팸25%라이트340G,8200,8200,2+1
GS25,식품,CJ)스팸340G,8200,8200,2+1
CU,식품,CJ)스팸340g,8200,8200,2+1
7-ELEVEn,식품,CJ)스팸김치덮밥(컵반),4800,4800,2+1
GS25,식품,CJ)스팸김치덮밥(컵밥),4800,4800,2+1
GS25,식품,CJ)스팸김치볶음밥220G,3900,3900,2+1
7-ELEVEn,식품,CJ)스팸김치볶음밥220g,3900,3900,2+1
CU,식품,CJ)스팸김치볶음밥220g,3900,3900,2+1
MINISTOP,식품,CJ)스팸김치볶음밥220g,3900,3900,2+1
CU,식품,CJ)스팸라이트200g,6200,6200,2+1
MINISTOP,식품,CJ)스팸라이트340g,8700,8700,2+1
CU,식품,CJ)스팸라이트340g,8200,8200,2+1
7-ELEVEn,식품,CJ)스팸마요덮밥(컵반),4800,4800,2+1
GS25,식품,CJ)스팸싱글25%라이트80G,3500,3500,1+1
CU,식품,CJ)스팸싱글라이트80g,3500,3500,2+1
CU,식품,CJ)스팸싱글클래식80g,3500,3500,2+1
MINISTOP,식품,CJ)스팸클래식200g,6700,6700,2+1
MINISTOP,식품,CJ)스팸클래식340g,8700,8700,2+1
CU,식품,CJ)시래기된장국460g,5900,5900,2+1
CU,음료,CJ)얼티브비건프로틴초코,2900,2900,2+1
CU,음료,CJ)얼티브비건프로틴커피,2900,2900,2+1
GS25,식품,CJ)육즙불고기찐만두168G,4400,4400,2+1
7-ELEVEn,식품,CJ)육즙불고기찐만두168g,4400,4400,2+1
MINISTOP,식품,CJ)육즙불고기찐만두168g,4400,4400,2+1
CU,식품,CJ)육즙불고기찐만두168g,4400,4400,2+1
7-ELEVEn,식품,CJ)작은햇반130g,1700,1700,2+1
MINISTOP,식품,CJ)작은햇반130g,1700,1700,2+1
CU,식품,CJ)전복내장죽420g,5900,5900,2+1
GS25,식품,CJ)직화구이꼬치바(청양)90G,2500,2500,2+1
GS25,식품,CJ)직화구이꼬치바90G,2500,2500,2+1
emart24,식품,CJ)찍장매콤쌈장300g,4800,4800,2+1
emart24,식품,CJ)찍장쌈장300g,4800,4800,2+1
7-ELEVEn,식품,CJ)참치마요덮밥(컵반),4800,4800,2+1
7-ELEVEn,식품,CJ)철판제육덮밥(컵반),4800,4800,2+1
MINISTOP,식품,CJ)청양고추후랑크80g,2500,2500,2+1
7-ELEVEn,식품,CJ)청양고추후랑크80g,2500,2500,2+1
CU,식품,CJ)컵반BIG간장삼겹덮밥,5400,5400,2+1
CU,식품,CJ)컵반BIG김치날치알밥,5400,5400,2+1
CU,식품,CJ)컵반BIG김치삼겹덮밥,5400,5400,2+1
CU,식품,CJ)컵반BIG스팸김치덮밥,5400,5400,2+1
CU,식품,CJ)컵반BIG치즈닭갈비덮밥,5400,5400,2+1
CU,식품,CJ)컵반BIG치킨마요덮밥,5400,5400,2+1
CU,식품,CJ)컵반김치날치알밥,4800,4800,2+1
CU,식품,CJ)컵반낙지콩나물비빔밥,4800,4800,2+1
CU,식품,CJ)컵반미역국밥,4200,4200,2+1
CU,식품,CJ)컵반버터장조림비빔밥,4800,4800,2+1
MINISTOP,식품,CJ)컵반빅김치삼겹덮밥,5400,5400,2+1
7-ELEVEn,식품,CJ)컵반빅김치삼겹덮밥,5400,5400,2+1
MINISTOP,식품,CJ)컵반빅소고기미역국밥,5400,5400,2+1
7-ELEVEn,식품,CJ)컵반빅소고기미역국밥,5400,5400,2+1
MINISTOP,식품,CJ)컵반빅스팸김치덮밥,5400,5400,2+1
7-ELEVEn,식품,CJ)컵반빅스팸김치덮밥,5400,5400,2+1
MINISTOP,식품,CJ)컵반빅스팸마요덮밥,5400,5400,2+1
7-ELEVEn,식품,CJ)컵반빅스팸마요덮밥,5400,5400,2+1
7-ELEVEn,식품,CJ)컵반빅치즈닭갈비덮밥,5400,5400,2+1
7-ELEVEn,식품,CJ)컵반빅치즈닭갈비덮밥,5400,5400,2+1
MINISTOP,식품,CJ)컵반빅황태콩나물국밥,5400,5400,2+1
7-ELEVEn,식품,CJ)컵반빅황태콩나물국밥,5400,5400,2+1
CU,식품,CJ)컵반사골곰탕국밥,4200,4200,2+1
CU,식품,CJ)컵반스팸김치덮밥,4800,4800,2+1
CU,식품,CJ)컵반스팸마요덮밥,4800,4800,2+1
CU,식품,CJ)컵반직화불고기덮밥,4800,4800,2+1
CU,식품,CJ)컵반참치마요덮밥,4800,4800,2+1
7-ELEVEn,식품,CJ)컵반철판김치덮밥,4800,4800,2+1
CU,식품,CJ)컵반철판제육덮밥,4800,4800,2+1
CU,식품,CJ)컵반치킨마요덮밥,4800,4800,2+1
CU,식품,CJ)컵반황태국밥,4200,4200,2+1
GS25,식품,CJ)큰햇반300G,2900,2900,2+1
GS25,식품,CJ)큰햇반300G(3입),8300,8300,2+1
CU,식품,CJ)큰햇반300g,2900,2900,2+1
MINISTOP,식품,CJ)큰햇반300g,2900,2900,2+1
7-ELEVEn,식품,CJ)큰햇반300g,2900,2900,2+1
emart24,식품,CJ)큰햇반300g(30),2900,2900,2+1
CU,식품,CJ)큰햇반300g*3입,8300,8300,2+1
MINISTOP,식품,CJ)큰햇반300g*3입,8300,8300,2+1
CU,식품,CJ)큰햇반300g*3입,8300,8300,2+1
CU,식품,CJ)태양초고추장500g,9900,9900,2+1
7-ELEVEn,음료,CJ)한뿌리인삼대보100ml,4500,4500,1+1
GS25,음료,CJ)한뿌리인삼대보100ML,4500,4500,1+1
emart24,음료,CJ)한뿌리인삼대보100ml,4500,4500,1+1
MINISTOP,음료,CJ)한뿌리인삼대보100ml,4500,4500,1+1
CU,음료,CJ)한뿌리인삼대보병100ml,4500,4500,1+1
GS25,음료,CJ)한뿌리홍삼대보100ML,5000,5000,1+1
7-ELEVEn,음료,CJ)한뿌리홍삼대보100ml,5000,5000,1+1
MINISTOP,음료,CJ)한뿌리홍삼대보100ml,5000,5000,1+1
emart24,음료,CJ)한뿌리홍삼대보100ml,5000,5000,1+1
CU,음료,CJ)한뿌리홍삼대보병100ml,5000,5000,1+1
GS25,음료,CJ)한뿌리흑삼아르기닌100ML,5000,5000,1+1
CU,식품,CJ)한식간장김자반20g,2800,2800,1+1
CU,식품,CJ)한우소고기죽420g,5900,5900,2+1
emart24,식품,CJ)할라피뇨그레인보울160g,4900,4900,2+1
CU,식품,CJ)햄스빌아침베이컨70g,3300,3300,2+1
GS25,식품,CJ)햇반(구수한쌀밥)210G,2600,2600,2+1
GS25,식품,CJ)햇반(발아현미밥)210G,2800,2800,2+1
GS25,식품,CJ)햇반(원형)210G,2100,2100,2+1
GS25,식품,CJ)햇반(흑미밥)210G,2800,2800,2+1
CU,식품,CJ)햇반200g*3입,5700,5700,2+1
