stores,categories,obj,price,discount,event
emart24,생활용품,좋은느낌)입는데이팬티4P(대),10900,10900,1+1
emart24,생활용품,좋은느낌)입는데이팬티4P(중),10900,10900,1+1
GS25,생활용품,좋은느낌)입는데이팬티L4P,10900,10900,1+1
GS25,생활용품,좋은느낌)입는데이팬티M4P,10900,10900,1+1
GS25,생활용품,좋은느낌)입는오버나이트3P,9100,9100,1+1
emart24,생활용품,좋은느낌)입는오버나이트4P(대),10200,10200,1+1
emart24,생활용품,좋은느낌)입는오버나이트4P(중),10200,10200,1+1
GS25,생활용품,좋은느낌)입는오버나이트L4P,10500,10500,1+1
GS25,생활용품,좋은느낌)입는오버나이트M4P,10500,10500,1+1
GS25,생활용품,좋은느낌)좋은순면수퍼롱10P,10400,10400,1+1
GS25,생활용품,좋은느낌)좋은순면울날대16P,10400,10400,1+1
GS25,생활용품,좋은느낌)좋은순면울날중18P,10400,10400,1+1
GS25,생활용품,좋은느낌라이너오가닉커버롱18P,4600,4600,2+1
7-ELEVEn,생활용품,좋은느낌유기농순면라이너18P,4600,4600,1+1
MINISTOP,생활용품,좋은느낌유기농순면라이너18P,4600,4600,1+1
GS25,생활용품,죽염)잇몸고치약120G,6900,6900,1+1
emart24,생활용품,죽염)잇몸고치약120g,6900,6900,1+1
CU,생활용품,죽염)잇몸전문칫솔,4500,4500,2+1
GS25,생활용품,죽염)잇몸전문칫솔,4500,4500,1+1
emart24,생활용품,죽염)잇몸전문칫솔초극세모,4500,4500,1+1
GS25,생활용품,죽염)히말라야핑크솔트치약100G,5500,5500,1+1
GS25,식품,죽염동의훈제란,2200,2200,2+1
MINISTOP,음료,쥬맥스)모구모구(딸기)320ml,1700,1700,2+1
7-ELEVEn,음료,쥬맥스)모구모구(딸기)320ml,1700,1700,2+1
MINISTOP,음료,쥬맥스)모구모구(리치)320ml,1700,1700,2+1
7-ELEVEn,음료,쥬맥스)모구모구(리치)320ml,1700,1700,2+1
MINISTOP,음료,쥬맥스)모구모구(복숭아)320ml,1700,1700,2+1
7-ELEVEn,음료,쥬맥스)모구모구(복숭아)320ml,1700,1700,2+1
7-ELEVEn,음료,쥬맥스)모구모구(블랙커런트),1700,1700,2+1
MINISTOP,음료,쥬맥스)모구모구(블랙커런트),1700,1700,2+1
MINISTOP,음료,쥬맥스)모구모구(요구르트)320ml,1700,1700,2+1
7-ELEVEn,음료,쥬맥스)모구모구(요구르트)320ml,1700,1700,2+1
MINISTOP,음료,쥬맥스)모구모구(파인애플)320ml,1700,1700,2+1
7-ELEVEn,음료,쥬맥스)모구모구(파인애플)320ml,1700,1700,2+1
CU,식품,즉석빵)딸기피치브리오슈N,1400,1400,1+1
GS25,식품,진주)천하장사28G,1300,1300,1+1
GS25,식품,진주)천하장사대파후랑크90G,2700,2700,2+1
GS25,식품,진주)천하장사육포갈릭45G,5800,5800,2+1
GS25,식품,진주)천하장사치즈60G,2400,2400,1+1
GS25,식품,진주)천하장사할라피뇨&치즈60G,2200,2200,1+1
7-ELEVEn,식품,진주포차)순대곱창볶음200g,7900,7900,2+1
MINISTOP,식품,진주포차)순대곱창볶음200g,7900,7900,2+1
7-ELEVEn,식품,진주햄)건강하닭할라피뇨치즈60g,2200,2200,1+1
MINISTOP,식품,진주햄)건강하닭할라피뇨치즈60g,2200,2200,1+1
MINISTOP,식품,진주햄)대파후랑크90g,2700,2700,2+1
7-ELEVEn,식품,진주햄)대파후랑크90g,2700,2700,2+1
emart24,식품,진주햄)마늘불막창160g,8900,8900,1+1
7-ELEVEn,식품,진주햄)매콤달콤후랑크90g,2500,2500,2+1
MINISTOP,식품,진주햄)매콤달콤후랑크90g,2500,2500,2+1
emart24,식품,진주햄)순대곱창볶음200g,7900,7900,1+1
7-ELEVEn,식품,진주햄)오리지널후랑크90g,2500,2500,2+1
MINISTOP,식품,진주햄)오리지널후랑크90g,2500,2500,2+1
emart24,식품,진주햄)천하장사28g,1300,1300,1+1
CU,식품,진주햄)천하장사28g,1300,1300,1+1
MINISTOP,식품,진주햄)천하장사50g,2200,2200,2+1
CU,식품,진주햄)천하장사50g,2200,2200,2+1
7-ELEVEn,식품,진주햄)천하장사50g,2200,2200,2+1
emart24,식품,진주햄)천하장사50g,2200,2200,2+1
MINISTOP,식품,진주햄)천하장사70g,2600,2600,2+1
emart24,식품,진주햄)천하장사70g,2600,2600,2+1
7-ELEVEn,식품,진주햄)천하장사70g,2600,2600,2+1
emart24,식품,진주햄)천하장사대파맛후랑크90g,2700,2700,2+1
7-ELEVEn,식품,진주햄)천하장사더건강하닭60g,2200,2200,1+1
MINISTOP,식품,진주햄)천하장사더건강하닭60g,2200,2200,1+1
emart24,식품,진주햄)천하장사매콤달콤90g,2500,2500,2+1
emart24,식품,진주햄)천하장사오리지널90g,2500,2500,2+1
CU,식품,진주햄)천하장사일반바90g,2500,2500,2+1
emart24,식품,진주햄)천하장사치즈60g,2400,2400,2+1
MINISTOP,식품,진주햄)천하장사치즈60g,2400,2400,2+1
7-ELEVEn,식품,진주햄)천하장사치즈60g,2400,2400,2+1
GS25,식품,진주햄)천하장사칠리치즈90G,2700,2700,2+1
emart24,식품,진주햄)천하장사칠리치즈후랑크90g,2700,2700,2+1
MINISTOP,식품,진주햄)칠리치즈후랑크90g,2700,2700,2+1
7-ELEVEn,식품,진주햄)칠리치즈후랑크90g,2700,2700,2+1
CU,식품,진주햄)콘앤스윗치즈45g,2000,2000,1+1
C·SPACE,식품,진주햄]대파후랑크90g,2700,2700,2+1
C·SPACE,식품,진주햄]더블링콰트로치즈45g,2200,2200,2+1
C·SPACE,식품,진주햄]롱앤빅핫바110g,2300,2300,2+1
C·SPACE,식품,진주햄]천하더건강하닭60g,2200,2200,1+1
C·SPACE,식품,진주햄]천하장사70g,2600,2600,2+1
C·SPACE,식품,진주햄]천하장사매콤달콤후랑크90g,2500,2500,2+1
C·SPACE,식품,진주햄]천하장사오리지날50g,2200,2200,2+1
C·SPACE,식품,진주햄]천하장사오리지널후랑크90g,2500,2500,2+1
C·SPACE,식품,진주햄]천하장사치즈50g,2200,2200,2+1
C·SPACE,식품,진주햄]천하장사치즈60g,2400,2400,2+1
C·SPACE,식품,진주햄]칠리치즈후랑크90g,2700,2700,2+1
emart24,식품,질러)부드러운육포30g,4400,4400,2+1
emart24,식품,질러)크레이지핫육포30g,4600,4600,2+1
GS25,식품,질러)황태스틱25G(청양간장),5900,5900,2+1
GS25,식품,질러)황태스틱25G(크레이지핫),5900,5900,2+1
emart24,식품,질러)황태스틱스위트청양간장25g,5900,5900,2+1
emart24,식품,질러)황태스틱크레이지핫25g,5900,5900,2+1
GS25,생활용품,질레트)마하3면도기,13100,13100,1+1
CU,생활용품,질레트)스킨텍면도기1입,26700,26700,1+1
GS25,생활용품,질레트)스킨텍면도기1입,26700,26700,1+1
GS25,생활용품,질레트)스킨텍면도날2입,27000,27000,2+1
GS25,생활용품,질레트)일회용면도기센서3,2400,2400,1+1
emart24,생활용품,질레트)프로글라이드플렉스볼면도기,22700,22700,1+1
emart24,생활용품,질레트)프로글라이드플렉스볼면도날2입,23200,23200,2+1
GS25,과자류,짱구)21곡초코바,700,700,2+1
GS25,식품,짱구)마제소바,5500,5500,2+1
CU,식품,짱구)액션가면냉소바,5500,5500,2+1
GS25,식품,짱구)오야코동,5500,5500,2+1
CU,식품,짱구)짱구마제소바,5500,5500,2+1
CU,식품,짱구)짱구츠케멘,5500,5500,2+1
GS25,음료,짱구)초코비초코우유180ML,1300,1300,2+1
CU,과자류,짱구)파자마스낵동글초코,2000,2000,2+1
CU,과자류,짱구)파자마스낵세모딸기,2000,2000,2+1
CU,식품,천일)골목반점볶음짬뽕,4500,4500,2+1
CU,식품,천일)골목반점옛날짜장,4500,4500,2+1
GS25,식품,천일)맛다시제육덮밥310G,4500,4500,2+1
emart24,음료,천지)제주한라봉스파클링355ml,1400,1400,2+1
GS25,음료,천지개벽)샤인머스캣스파클링350,1400,1400,2+1
GS25,음료,천지개벽)숙취해소음료100ML,5000,5000,1+1
GS25,음료,천지개벽)한라봉스파클링355ML,1400,1400,2+1
emart24,음료,천지개벽100ml,5000,5000,1+1
emart24,식품,천하장사)더건강하닭할라피뇨&치즈60g,2200,2200,1+1
emart24,식품,천하장사더건강하닭60g,2200,2200,1+1
GS25,과자류,청우)참깨스틱2000,2000,2000,2+1
MINISTOP,과자류,청우)참깨스틱85g,2000,2000,2+1
CU,과자류,청우)참깨스틱85g,2000,2000,2+1
7-ELEVEn,과자류,청우)참깨스틱85g,2000,2000,2+1
emart24,과자류,청우)참깨스틱85g,2000,2000,2+1
emart24,음료,청정)몽베스트330ml,800,800,1+1
emart24,음료,청정)몽베스트500ml,1100,1100,1+1
emart24,음료,청정)몽베스트스파클링워터라임500ml,1700,1700,1+1
emart24,음료,청정)몽베스트스파클링워터레몬500ml,1700,1700,1+1
C·SPACE,음료,청정]몽베스트생수330ml,800,800,1+1
emart24,식품,청정원)고구마츄60G,3900,3900,2+1
emart24,식품,청정원)츄앤리얼군밤80g,3900,3900,2+1
emart24,식품,초월홍삼)발효홍삼진CK15g,3000,3000,1+1
CU,과자류,초코)짱구21곡초코바,700,700,2+1
CU,아이스크림,초코)초코비모나카,4000,4000,2+1
CU,아이스크림,초코)초코비모나카커피,4000,4000,2+1
GS25,아이스크림,초코사이버)초코비모나카140ML,4000,4000,2+1
GS25,식품,촉촉한꿀고구마(65G/봉),3100,3100,2+1
GS25,음료,춘식이)딸기쁘띠우유100ML,900,900,2+1
GS25,음료,춘식이)초코쁘띠우유100ML,900,900,2+1
GS25,아이스크림,춘식이)폴라포라즈베리120ML,1800,1800,1+1
7-ELEVEn,식품,취영루)한입쏙교자만두240g,5900,5900,1+1
MINISTOP,식품,취영루)한입쏙교자만두240g,5900,5900,1+1
GS25,식품,칠갑)들깨떡국219G,3900,3900,2+1
GS25,식품,칠갑)들깨수제비188G,3900,3900,2+1
CU,식품,칠갑)들깨수제비컵,3900,3900,2+1
GS25,식품,칠갑)우리쌀누룽지설렁탕,3900,3900,2+1
GS25,식품,칠갑)짬뽕수제비176G,3900,3900,2+1
CU,식품,칠갑)짬뽕수제비컵,3900,3900,2+1
7-ELEVEn,음료,칠성)2%부족할때복숭아500ml,1800,1800,1+1
MINISTOP,음료,칠성)2%부족할때복숭아500ml,1800,1800,1+1
7-ELEVEn,음료,칠성)2%아쿠아제로500ml,1800,1800,1+1
MINISTOP,음료,칠성)2%아쿠아제로500ml,1800,1800,1+1
7-ELEVEn,음료,칠성)게토레이레몬240ml캔,1100,1100,1+1
MINISTOP,음료,칠성)게토레이레몬240ml캔,1100,1100,1+1
MINISTOP,음료,칠성)게토레이레몬600ml,2100,2100,2+1
7-ELEVEn,음료,칠성)게토레이레몬600ml,2100,2100,2+1
7-ELEVEn,음료,칠성)게토레이블루볼트600ml,2100,2100,2+1
MINISTOP,음료,칠성)게토레이블루볼트600ml,2100,2100,2+1
MINISTOP,음료,칠성)깨수깡160ml,5000,5000,1+1
7-ELEVEn,음료,칠성)깨수깡160ml,5000,5000,1+1
7-ELEVEn,식품,칠성)깨수깡환3g,2900,2900,2+1
MINISTOP,식품,칠성)깨수깡환3g,2900,2900,2+1
MINISTOP,음료,칠성)더하다보리차500ml,2000,2000,2+1
7-ELEVEn,음료,칠성)더하다보리차500ml,2000,2000,2+1
MINISTOP,음료,칠성)더하다옥수수수염차500ml,2000,2000,2+1
7-ELEVEn,음료,칠성)더하다옥수수수염차500ml,2000,2000,2+1
MINISTOP,음료,칠성)더하다우엉차500ml,2000,2000,2+1
7-ELEVEn,음료,칠성)더하다우엉차500ml,2000,2000,2+1
7-ELEVEn,음료,칠성)레쓰비그란데라떼500ml,2200,2200,1+1
MINISTOP,음료,칠성)레쓰비그란데라떼500ml,2200,2200,1+1
7-ELEVEn,음료,칠성)레쓰비그란데헤이즐넛500ml,2200,2200,1+1
MINISTOP,음료,칠성)레쓰비그란데헤이즐넛500ml,2200,2200,1+1
7-ELEVEn,음료,칠성)마운틴듀355ml,1700,1700,1+1
MINISTOP,음료,칠성)마운틴듀355ml,1700,1700,1+1
MINISTOP,음료,칠성)밀키스340ml,1700,1700,1+1
7-ELEVEn,음료,칠성)밀키스340ml,1700,1700,1+1
7-ELEVEn,음료,칠성)비타파워100ml,1000,1000,1+1
MINISTOP,음료,칠성)비타파워100ml,1000,1000,1+1
MINISTOP,음료,칠성)솔의눈500ml,2000,2000,2+1
7-ELEVEn,음료,칠성)솔의눈500ml,2000,2000,2+1
MINISTOP,음료,칠성)수미네잔치집식혜340ml,1400,1400,2+1
7-ELEVEn,음료,칠성)수미네잔치집식혜340ml,1400,1400,2+1
7-ELEVEn,음료,칠성)수미네잔치집식혜500ml,2200,2200,1+1
MINISTOP,음료,칠성)수미네잔치집식혜500ml,2200,2200,1+1
7-ELEVEn,음료,칠성)실론티제로500ml,2000,2000,2+1
MINISTOP,음료,칠성)실론티제로500ml,2000,2000,2+1
7-ELEVEn,음료,칠성)아이시스500ml(8.0),1100,1100,2+1
MINISTOP,음료,칠성)아이시스500ml(8.0),1100,1100,2+1
7-ELEVEn,음료,칠성)아이시스에코2L,1800,1800,2+1
MINISTOP,음료,칠성)아이시스에코2L,1800,1800,2+1
7-ELEVEn,음료,칠성)아이시스에코500ml,1000,1000,2+1
MINISTOP,음료,칠성)아이시스에코500ml,1000,1000,2+1
MINISTOP,음료,칠성)오가닉레드비트&amp;토마토주스,1500,1500,2+1
7-ELEVEn,음료,칠성)오가닉레드비트&토마토주스,1500,1500,2+1
MINISTOP,음료,칠성)오가닉사과&amp;당근주스125ml,1500,1500,2+1
7-ELEVEn,음료,칠성)오가닉사과&당근주스125ml,1500,1500,2+1
MINISTOP,음료,칠성)오가닉적포도&amp;보라당근125ml,1500,1500,2+1
7-ELEVEn,음료,칠성)오가닉적포도&보라당근125m,1500,1500,2+1
7-ELEVEn,음료,칠성)칠성사이다제로355ml,1900,1900,1+1
MINISTOP,음료,칠성)칠성사이다제로355ml,1900,1900,1+1
7-ELEVEn,음료,칠성)칠성사이다제로블루500ml,2200,2200,1+1
MINISTOP,음료,칠성)칠성사이다제로블루500ml,2200,2200,1+1
MINISTOP,음료,칠성)칠성사이다포도355ml캔,1900,1900,1+1
7-ELEVEn,음료,칠성)칠성사이다포도355ml캔,1900,1900,1+1
7-ELEVEn,음료,칠성)칠성사이다플러스500ml,2500,2500,2+1
MINISTOP,음료,칠성)칠성사이다플러스500ml,2500,2500,2+1
7-ELEVEn,음료,칠성)칸타타블랙플러스275ml,2500,2500,2+1
MINISTOP,음료,칠성)칸타타블랙플러스275ml,2500,2500,2+1
7-ELEVEn,음료,칠성)칸타타아메리카노275ml,2500,2500,2+1
MINISTOP,음료,칠성)칸타타아메리카노275ml,2500,2500,2+1
MINISTOP,음료,칠성)칸타타카라멜마키아토275ml,2500,2500,2+1
7-ELEVEn,음료,칠성)칸타타카라멜마키아토275ml,2500,2500,2+1
7-ELEVEn,음료,칠성)칸타타콘트라베이스디카페,2700,2700,2+1
MINISTOP,음료,칠성)칸타타콘트라베이스디카페,2700,2700,2+1
7-ELEVEn,음료,칠성)칸타타콘트라베이스라떼500,2700,2700,1+1
MINISTOP,음료,칠성)칸타타콘트라베이스라떼500ml,2700,2700,1+1
7-ELEVEn,음료,칠성)칸타타콘트라베이스블랙500,2700,2700,2+1
MINISTOP,음료,칠성)칸타타콘트라베이스블랙500ml,2700,2700,2+1
7-ELEVEn,음료,칠성)칸타타콘트라베이스스위트,2700,2700,2+1
MINISTOP,음료,칠성)칸타타콘트라베이스스위트,2700,2700,2+1
7-ELEVEn,음료,칠성)칸타타콜드브루블랙275ml,2500,2500,2+1
MINISTOP,음료,칠성)칸타타콜드브루블랙275ml,2500,2500,2+1
7-ELEVEn,음료,칠성)칸타타프리미엄라떼275,2500,2500,2+1
MINISTOP,음료,칠성)칸타타프리미엄라떼275ml,2500,2500,2+1
MINISTOP,음료,칠성)칸타타흑당라떼275ml,2500,2500,2+1
7-ELEVEn,음료,칠성)칸타타흑당라떼275ml,2500,2500,2+1
7-ELEVEn,음료,칠성)칸타타흑임자라떼275ml,2500,2500,2+1
MINISTOP,음료,칠성)칸타타흑임자라떼275ml,2500,2500,2+1
MINISTOP,음료,칠성)콘트라베이스블랙&amp;샷500ml,2700,2700,1+1
7-ELEVEn,음료,칠성)콘트라베이스블랙&샷500ml,2700,2700,1+1
7-ELEVEn,음료,칠성)콘트라베이스스윗아몬드500,2700,2700,1+1
MINISTOP,음료,칠성)콘트라베이스스윗아몬드500ml,2700,2700,1+1
7-ELEVEn,음료,칠성)콜드오렌지250ml,1500,1500,2+1
MINISTOP,음료,칠성)콜드오렌지250ml,1500,1500,2+1
MINISTOP,음료,칠성)콜드포도250ml,1500,1500,2+1
7-ELEVEn,음료,칠성)콜드포도250ml,1500,1500,2+1
MINISTOP,음료,칠성)탐스제로레몬600ml,2000,2000,2+1
7-ELEVEn,음료,칠성)탐스제로레몬600ml,2000,2000,2+1
MINISTOP,음료,칠성)탐스제로사과키위600ml,2000,2000,2+1
7-ELEVEn,음료,칠성)탐스제로사과키위600ml,2000,2000,2+1
MINISTOP,음료,칠성)탐스제로오렌지600ml,2000,2000,2+1
7-ELEVEn,음료,칠성)탐스제로오렌지600ml,2000,2000,2+1
MINISTOP,음료,칠성)트레비(라임)500ml,1800,1800,2+1
7-ELEVEn,음료,칠성)트레비(라임)500ml,1800,1800,2+1
7-ELEVEn,음료,칠성)트레비(레몬)500ml,1800,1800,2+1
MINISTOP,음료,칠성)트레비(레몬)500ml,1800,1800,2+1
MINISTOP,음료,칠성)트레비(자몽)500ml,1800,1800,2+1
7-ELEVEn,음료,칠성)트레비(자몽)500ml,1800,1800,2+1
7-ELEVEn,음료,칠성)펩시콜라355ml,1900,1900,2+1
MINISTOP,음료,칠성)펩시콜라355ml,1900,1900,2+1
MINISTOP,음료,칠성)펩시콜라제로355ml,1900,1900,2+1
7-ELEVEn,음료,칠성)펩시콜라제로355ml,1900,1900,2+1
7-ELEVEn,음료,칠성)펩시콜라제로500ml,2000,2000,1+1
MINISTOP,음료,칠성)펩시콜라제로500ml,2000,2000,1+1
7-ELEVEn,음료,칠성)펩시콜라제로망고355ml,1900,1900,2+1
MINISTOP,음료,칠성)펩시콜라제로망고355ml,1900,1900,2+1
MINISTOP,음료,칠성)펩시콜라제로망고500ml,2000,2000,1+1
7-ELEVEn,음료,칠성)펩시콜라제로망고500ml,2000,2000,1+1
MINISTOP,음료,칠성)핫식스250ml,1500,1500,2+1
7-ELEVEn,음료,칠성)핫식스250ml,1500,1500,2+1
7-ELEVEn,음료,칠성)핫식스더킹러쉬355ml,2200,2200,1+1
MINISTOP,음료,칠성)핫식스더킹러쉬355ml,2200,2200,1+1
7-ELEVEn,음료,칠성)핫식스더킹제로355ml,2200,2200,1+1
MINISTOP,음료,칠성)핫식스더킹제로355ml,2200,2200,1+1
7-ELEVEn,음료,칠성)핫식스더킹파워355ml,2200,2200,1+1
MINISTOP,음료,칠성)핫식스더킹파워355ml,2200,2200,1+1
7-ELEVEn,음료,칠성)핫식스더킹포스355ml,2200,2200,1+1
MINISTOP,음료,칠성)핫식스더킹포스355ml,2200,2200,1+1
MINISTOP,음료,칠성)핫식스더킹피치355ml,2200,2200,1+1
7-ELEVEn,음료,칠성)핫식스제로250ml,1500,1500,2+1
MINISTOP,음료,칠성)핫식스제로250ml,1500,1500,2+1
C·SPACE,음료,칠성]2프로복숭아펫500ml,1800,1800,2+1
C·SPACE,음료,칠성]2프로아쿠아제로펫500ml,1800,1800,2+1
C·SPACE,음료,칠성]게토레이캔240ml,1100,1100,2+1
C·SPACE,식품,칠성]깨수깡환3g,2900,2900,2+1
C·SPACE,음료,칠성]델몬트콜드오렌지250ml,1500,1500,2+1
C·SPACE,음료,칠성]델몬트콜드포도250ml,1500,1500,2+1
C·SPACE,음료,칠성]레쓰비그란데라떼펫500ml,2200,2200,1+1
C·SPACE,음료,칠성]레쓰비그란데헤이즐넛500ml,2200,2200,1+1
C·SPACE,음료,칠성]레쓰비카페타임라떼캔240ML,1400,1400,2+1
C·SPACE,음료,칠성]마운틴듀캔355ml,1700,1700,2+1
C·SPACE,음료,칠성]밀키스제로캔250ml,1500,1500,2+1
C·SPACE,음료,칠성]밀키스펫500ml,2200,2200,2+1
C·SPACE,음료,칠성]아이시스8.02L,1950,1950,2+1
C·SPACE,음료,칠성]아이시스8.0500ML,1100,1100,2+1
C·SPACE,음료,칠성]오가닉레드비트&배&토마토125ml,1500,1500,2+1
C·SPACE,음료,칠성]오가닉사과&당근125ml,1500,1500,2+1
C·SPACE,음료,칠성]오가닉적포도&보라당근125m,1500,1500,2+1
C·SPACE,음료,칠성]초가을우엉차펫500ml,1600,1600,2+1
C·SPACE,음료,칠성]칠성사이다제로캔355ml,1900,1900,2+1
C·SPACE,음료,칠성]칠성사이다제로펫500ml,2200,2200,2+1
C·SPACE,음료,칠성]칠성사이다캔355ml,1900,1900,2+1
C·SPACE,음료,칠성]카페타임헤이즐넛라떼캔240ML,1400,1400,2+1
C·SPACE,음료,칠성]칸타타라떼275ml,2500,2500,2+1
C·SPACE,음료,칠성]칸타타아메리275ml,2500,2500,2+1
C·SPACE,음료,칠성]칸타타아메리카노캔200ml,1500,1500,2+1
C·SPACE,음료,칠성]칸타타카라멜마키아또275ml,2500,2500,2+1
C·SPACE,음료,칠성]칸타타콜드브루275ml,2500,2500,2+1
C·SPACE,음료,칠성]칸타타프리미엄라떼캔200ml,1500,1500,2+1
C·SPACE,음료,칠성]콘트라베이스스위트블랙500ml,2700,2700,2+1
C·SPACE,음료,칠성]콘트라베이스콜드브루라떼500ml,2700,2700,2+1
C·SPACE,음료,칠성]콘트라베이스콜드브루펫500ml,2700,2700,2+1
C·SPACE,음료,칠성]탐스제로사과키위캔355ml,1500,1500,1+1
C·SPACE,음료,칠성]탐스제로청포도석류캔355ml,1500,1500,1+1
C·SPACE,음료,칠성]펩시제로펫500ml,2000,2000,2+1
C·SPACE,음료,칠성]펩시콜라제로캔355ml,1900,1900,2+1
C·SPACE,음료,칠성]펩시콜라펫600ml,2000,2000,2+1
C·SPACE,음료,칠성]핫식스더킹러쉬캔355ml,2200,2200,1+1
C·SPACE,음료,칠성]핫식스더킹제로캔355ml,2200,2200,1+1
C·SPACE,음료,칠성]핫식스더킹파워캔355ml,2200,2200,1+1
C·SPACE,음료,칠성]핫식스더킹포스캔355ml,2200,2200,1+1
C·SPACE,음료,칠성]핫식스오리지널캔250ML,1500,1500,2+1
C·SPACE,음료,칠성]핫식스제로캔250ML,1500,1500,2+1
GS25,음료,카누)라떼10입,5500,5500,2+1
GS25,음료,카누)미니다크10입,3100,3100,2+1
GS25,음료,카누)미니라이트10입,3100,3100,2+1
GS25,음료,카누)미니마일드10입,3100,3100,2+1
GS25,식품,카카오꿀고구마(65G/봉),3100,3100,2+1
emart24,음료,카프리썬)사파리200ml,1100,1100,1+1
emart24,음료,카프리썬)오렌지200ml,1100,1100,1+1
emart24,음료,카프리썬)오렌지망고200ml,1100,1100,1+1
CU,음료,칸타타)라떼캔275ml,2500,2500,2+1
emart24,음료,칸타타)스위트아메리카노캔275ml,2500,2500,2+1
CU,음료,칸타타)아메캔275ml,2500,2500,2+1
emart24,음료,칸타타)카라멜마키아토캔275ml,2500,2500,2+1
emart24,음료,칸타타)콘트라베이스500ml,2700,2700,2+1
emart24,음료,칸타타)콘트라베이스라떼500ml,2700,2700,2+1
GS25,음료,칸타타)콘트라베이스라떼PET500,2700,2700,2+1
GS25,음료,칸타타)콘트라베이스블랙PET500,2700,2700,2+1
GS25,음료,칸타타)콘트라베이스블랙샷500ML,2700,2700,2+1
emart24,음료,칸타타)콘트라베이스블랙앤샷500ml,2700,2700,2+1
emart24,음료,칸타타)콘트라베이스스위트블랙500ml,2700,2700,2+1
GS25,음료,칸타타)콘트라베이스스윗PET500,2700,2700,2+1
emart24,음료,칸타타)콘트라베이스스윗아몬드500ml,2700,2700,2+1
GS25,음료,칸타타)콘트라베이스아몬드500ML,2700,2700,2+1
GS25,음료,칸타타)콜드브루블랙275ML(NB캔),2500,2500,2+1
emart24,음료,칸타타)콜드브루블랙275ml,2500,2500,2+1
CU,음료,칸타타)콜드브루캔275ml,2500,2500,2+1
emart24,음료,칸타타)프리미엄라떼캔275ml,2500,2500,2+1
GS25,음료,칸타타)흑당라떼275ML(NB캔),2500,2500,2+1
GS25,음료,칸타타)흑임자라떼275ML(NB캔),2500,2500,2+1
emart24,음료,칸타타)흑임자라떼275ml,2500,2500,2+1
CU,음료,칸타타)흑임자라떼캔275ml,2500,2500,2+1
GS25,생활용품,캐츠랑)애묘사료(전연령)400G,3000,3000,2+1
GS25,과자류,캐치티니핑3)랜덤지우개,800,800,2+1
GS25,과자류,캐치티니핑젤리스티커,2000,2000,1+1
7-ELEVEn,음료,커피그루브)아메리카노마일드280,2300,2300,1+1
MINISTOP,음료,커피그루브)아메리카노마일드280ml,2300,2300,1+1
7-ELEVEn,음료,커피그루브)아메리카노오리지널2,2300,2300,1+1
MINISTOP,음료,커피그루브)아메리카노오리지널280ml,2300,2300,1+1
GS25,생활용품,컴배트)프리즈에어졸400ML,8000,8000,2+1
emart24,생활용품,케라시스)린스데미지250g,5500,5500,1+1
emart24,생활용품,케라시스)볼륨린스750ML(F),11000,11000,1+1
emart24,생활용품,케라시스)볼륨클리닉샴푸750ML(F),11000,11000,1+1
emart24,생활용품,케라시스)샴푸데미지250g,5500,5500,1+1
emart24,식품,케이시슬)엉쿨환3g,2900,2900,1+1
GS25,과자류,켈)리얼그래놀라컵(아몬드),2400,2400,2+1
GS25,과자류,켈)리얼그래놀라컵(초코&아몬드),2400,2400,2+1
GS25,식품,켈)프로틴그래놀라바고소한맛35G,2000,2000,1+1
CU,식품,켈로그)그래놀라고소한맛,2000,2000,2+1
CU,식품,켈로그)그래놀라컵아몬드,2400,2400,2+1
CU,식품,켈로그)그래놀라컵초코,2400,2400,2+1
GS25,식품,켈로그)다크초코&씨솔트30G,1800,1800,2+1
GS25,과자류,켈로그)베리앤넛에너지바1800,1800,1800,2+1
CU,식품,켈로그)씨솔트다크초코30g,1800,1800,1+1
CU,식품,켈로그)아몬드컵시리얼,1900,1900,2+1
GS25,식품,켈로그)아몬드컵시리얼30G,1900,1900,2+1
7-ELEVEn,과자류,켈로그)아몬드컵시리얼40g,2400,2400,2+1
MINISTOP,과자류,켈로그)아몬드컵시리얼40g,2400,2400,2+1
MINISTOP,과자류,켈로그)첵스초코230g,4000,4000,2+1
7-ELEVEn,과자류,켈로그)첵스초코230g,4000,4000,2+1
CU,과자류,켈로그)첵스초코컵,1900,1900,2+1
GS25,식품,켈로그)첵스초코컵시리얼30G,1900,1900,2+1
MINISTOP,식품,켈로그)초코&amp;아몬드컵시리얼40g,2400,2400,2+1
7-ELEVEn,과자류,켈로그)초코&아몬드컵시리얼40g,2400,2400,2+1
7-ELEVEn,과자류,켈로그)콘푸로스트230g,3500,3500,2+1
MINISTOP,과자류,켈로그)콘푸로스트230g,3500,3500,2+1
GS25,식품,켈로그)콘푸로스트30G,1900,1900,2+1
CU,식품,켈로그)콘푸로스트컵,1900,1900,2+1
CU,과자류,켈로그)크런치넛에너지바,1400,1400,2+1
GS25,과자류,켈로그)크런치넛에너지바1400,1400,1400,2+1
GS25,과자류,켈로그)프로틴바30G,1800,1800,2+1
CU,식품,켈로그)후루트링컵시리얼,1900,1900,2+1
GS25,식품,켈로그)후루트링컵시리얼30G,1900,1900,2+1
C·SPACE,과자류,켈로그]프로틴그래놀라바35g,1800,1800,2+1
emart24,생활용품,코디)러블리베어티슈230*3입,11900,11900,1+1
emart24,생활용품,코디)에코스마트3겹데코22*30롤,23800,23800,1+1
